a b c d e f g final.parent
Scaffold9919_1840128 L1 SCFLD9919 1840128 Scaffold9919 Scaffold9919_1840128 0 0 aaab
Scaffold9919_1875377 L1 SCFLD9919 1875377 Scaffold9919 Scaffold9919_1875377 0 0 abab
Scaffold9919_939685 L1 SCFLD9919 939685 Scaffold9919 Scaffold9919_939685 1 0 abab
Scaffold9919_959571 L1 SCFLD9919 959571 Scaffold9919 Scaffold9919_959571 0 0 abab
Scaffold9924_1074491 L1 SCFLD9924 1074491 Scaffold9924 Scaffold9924_1074491 0 0 abaa
Scaffold9924_1088167 L1 SCFLD9924 1088167 Scaffold9924 Scaffold9924_1088167 0 0 abaa
Scaffold9924_1090278 L1 SCFLD9924 1090278 Scaffold9924 Scaffold9924_1090278 0 0 abab
Scaffold9924_112938 L1 SCFLD9924 112938 Scaffold9924 Scaffold9924_112938 0 0 abaa
Scaffold9924_1151756 L1 SCFLD9924 1151756 Scaffold9924 Scaffold9924_1151756 0 0 abaa
Scaffold9924_1382601 L1 SCFLD9924 1382601 Scaffold9924 Scaffold9924_1382601 0 0 abaa
Scaffold9924_1382602 L1 SCFLD9924 1382602 Scaffold9924 Scaffold9924_1382602 0 0 abab
Scaffold9924_1472918 L1 SCFLD9924 1472918 Scaffold9924 Scaffold9924_1472918 1 1 bbba
Scaffold9924_1472952 L1 SCFLD9924 1472952 Scaffold9924 Scaffold9924_1472952 0 0 abaa
Scaffold9924_1472986 L1 SCFLD9924 1472986 Scaffold9924 Scaffold9924_1472986 0 0 abab
Scaffold9924_1477633 L1 SCFLD9924 1477633 Scaffold9924 Scaffold9924_1477633 0 0 abab
Scaffold9924_1548153 L1 SCFLD9924 1548153 Scaffold9924 Scaffold9924_1548153 0 0 abaa
Scaffold9924_1548278 L1 SCFLD9924 1548278 Scaffold9924 Scaffold9924_1548278 1 1 abab
Scaffold9924_1560645 L1 SCFLD9924 1560645 Scaffold9924 Scaffold9924_1560645 0 0 abab
Scaffold9924_1560670 L1 SCFLD9924 1560670 Scaffold9924 Scaffold9924_1560670 0 0 abaa
Scaffold9924_1569938 L1 SCFLD9924 1569938 Scaffold9924 Scaffold9924_1569938 0 0 abaa
Scaffold9924_1582194 L1 SCFLD9924 1582194 Scaffold9924 Scaffold9924_1582194 1 0 abaa
Scaffold9924_1604288 L1 SCFLD9924 1604288 Scaffold9924 Scaffold9924_1604288 0 0 abaa
Scaffold9924_1739505 L1 SCFLD9924 1739505 Scaffold9924 Scaffold9924_1739505 0 0 aaab
Scaffold9924_1938852 L1 SCFLD9924 1938852 Scaffold9924 Scaffold9924_1938852 0 0 abaa
Scaffold9924_1989133 L1 SCFLD9924 1989133 Scaffold9924 Scaffold9924_1989133 1 0 aaab
Scaffold9924_208932 L1 SCFLD9924 208932 Scaffold9924 Scaffold9924_208932 0 0 abaa
Scaffold9924_208965 L1 SCFLD9924 208965 Scaffold9924 Scaffold9924_208965 1 0 abab
Scaffold9924_295483 L1 SCFLD9924 295483 Scaffold9924 Scaffold9924_295483 0 0 abaa
Scaffold9924_351902 L1 SCFLD9924 351902 Scaffold9924 Scaffold9924_351902 0 0 abaa
Scaffold9924_505209 L1 SCFLD9924 505209 Scaffold9924 Scaffold9924_505209 0 0 abaa
Scaffold9924_547711 L1 SCFLD9924 547711 Scaffold9924 Scaffold9924_547711 0 0 abaa
Scaffold9924_663890 L1 SCFLD9924 663890 Scaffold9924 Scaffold9924_663890 0 0 abaa
Scaffold9924_752220 L1 SCFLD9924 752220 Scaffold9924 Scaffold9924_752220 0 0 abaa
Scaffold9924_780285 L1 SCFLD9924 780285 Scaffold9924 Scaffold9924_780285 0 0 abaa
Scaffold9924_818612 L1 SCFLD9924 818612 Scaffold9924 Scaffold9924_818612 0 0 abaa
Scaffold9924_870280 L1 SCFLD9924 870280 Scaffold9924 Scaffold9924_870280 0 0 abaa
Scaffold9924_923250 L1 SCFLD9924 923250 Scaffold9924 Scaffold9924_923250 0 0 abaa
Scaffold9924_923267 L1 SCFLD9924 923267 Scaffold9924 Scaffold9924_923267 0 0 abab
Scaffold9924_948014 L1 SCFLD9924 948014 Scaffold9924 Scaffold9924_948014 1 1 abbb
Scaffold9924_983504 L1 SCFLD9924 983504 Scaffold9924 Scaffold9924_983504 0 0 abaa
Scaffold9978_102251 L1 SCFLD9978 102251 Scaffold9978 Scaffold9978_102251 0 0 abaa
Scaffold9978_1157610 L1 SCFLD9978 1157610 Scaffold9978 Scaffold9978_1157610 0 0 abaa
Scaffold9978_1305219 L1 SCFLD9978 1305219 Scaffold9978 Scaffold9978_1305219 0 0 abaa
Scaffold9978_1321024 L1 SCFLD9978 1321024 Scaffold9978 Scaffold9978_1321024 0 0 aaab
Scaffold9978_1321031 L1 SCFLD9978 1321031 Scaffold9978 Scaffold9978_1321031 1 0 abab
Scaffold9978_1344213 L1 SCFLD9978 1344213 Scaffold9978 Scaffold9978_1344213 1 0 bbba
Scaffold9978_1365129 L1 SCFLD9978 1365129 Scaffold9978 Scaffold9978_1365129 0 0 abaa
Scaffold9978_1443444 L1 SCFLD9978 1443444 Scaffold9978 Scaffold9978_1443444 1 1 abbb
Scaffold9978_1450270 L1 SCFLD9978 1450270 Scaffold9978 Scaffold9978_1450270 0 0 abaa
Scaffold9978_1549062 L1 SCFLD9978 1549062 Scaffold9978 Scaffold9978_1549062 0 0 abbb
Scaffold9978_320740 L1 SCFLD9978 320740 Scaffold9978 Scaffold9978_320740 0 0 abaa
Scaffold9978_343137 L1 SCFLD9978 343137 Scaffold9978 Scaffold9978_343137 1 1 abab
Scaffold9978_357084 L1 SCFLD9978 357084 Scaffold9978 Scaffold9978_357084 0 0 abaa
Scaffold9978_437189 L1 SCFLD9978 437189 Scaffold9978 Scaffold9978_437189 0 0 aaab
Scaffold9978_437228 L1 SCFLD9978 437228 Scaffold9978 Scaffold9978_437228 1 1 abbb
Scaffold9978_495742 L1 SCFLD9978 495742 Scaffold9978 Scaffold9978_495742 0 0 abaa
Scaffold9978_495801 L1 SCFLD9978 495801 Scaffold9978 Scaffold9978_495801 0 0 aaab
Scaffold9978_539095 L1 SCFLD9978 539095 Scaffold9978 Scaffold9978_539095 0 0 aaab
Scaffold9978_567567 L1 SCFLD9978 567567 Scaffold9978 Scaffold9978_567567 0 0 abaa
Scaffold9978_578521 L1 SCFLD9978 578521 Scaffold9978 Scaffold9978_578521 0 0 abaa
Scaffold9978_725634 L1 SCFLD9978 725634 Scaffold9978 Scaffold9978_725634 0 0 bbba
Scaffold9978_738091 L1 SCFLD9978 738091 Scaffold9978 Scaffold9978_738091 0 0 bbba
Scaffold9978_763068 L1 SCFLD9978 763068 Scaffold9978 Scaffold9978_763068 0 0 abaa
Scaffold9978_763109 L1 SCFLD9978 763109 Scaffold9978 Scaffold9978_763109 1 1 bbba
Scaffold9978_774731 L1 SCFLD9978 774731 Scaffold9978 Scaffold9978_774731 0 0 abaa
Scaffold9978_795648 L1 SCFLD9978 795648 Scaffold9978 Scaffold9978_795648 0 0 abaa
Scaffold9978_899805 L1 SCFLD9978 899805 Scaffold9978 Scaffold9978_899805 0 0 abaa
Scaffold9986_1096696 L1 SCFLD9986 1096696 Scaffold9986 Scaffold9986_1096696 1 0 abaa
Scaffold9986_1273101 L1 SCFLD9986 1273101 Scaffold9986 Scaffold9986_1273101 0 0 abaa
Scaffold9986_1344538 L1 SCFLD9986 1344538 Scaffold9986 Scaffold9986_1344538 0 0 aaab
Scaffold9986_1344567 L1 SCFLD9986 1344567 Scaffold9986 Scaffold9986_1344567 0 0 abab
Scaffold9986_1344699 L1 SCFLD9986 1344699 Scaffold9986 Scaffold9986_1344699 0 1 abaa
Scaffold9986_151507 L1 SCFLD9986 151507 Scaffold9986 Scaffold9986_151507 1 1 abaa
Scaffold9986_17052 L1 SCFLD9986 17052 Scaffold9986 Scaffold9986_17052 0 0 abaa
Scaffold9986_216832 L1 SCFLD9986 216832 Scaffold9986 Scaffold9986_216832 0 0 abaa
Scaffold9986_26713 L1 SCFLD9986 26713 Scaffold9986 Scaffold9986_26713 0 0 abaa
Scaffold9986_347142 L1 SCFLD9986 347142 Scaffold9986 Scaffold9986_347142 0 0 abaa
Scaffold9986_396216 L1 SCFLD9986 396216 Scaffold9986 Scaffold9986_396216 0 0 abaa
Scaffold9986_551436 L1 SCFLD9986 551436 Scaffold9986 Scaffold9986_551436 0 0 abab
Scaffold9986_811214 L1 SCFLD9986 811214 Scaffold9986 Scaffold9986_811214 0 0 abaa
Scaffold9986_899432 L1 SCFLD9986 899432 Scaffold9986 Scaffold9986_899432 0 0 abaa
Scaffold9986_899547 L1 SCFLD9986 899547 Scaffold9986 Scaffold9986_899547 1 1 aaab
Scaffold9986_899555 L1 SCFLD9986 899555 Scaffold9986 Scaffold9986_899555 1 1 abab
Scaffold9994_1437418 L1 SCFLD9994 1437418 Scaffold9994 Scaffold9994_1437418 0 0 abab
Scaffold9994_1437458 L1 SCFLD9994 1437458 Scaffold9994 Scaffold9994_1437458 1 0 abaa
Scaffold9994_1470743 L1 SCFLD9994 1470743 Scaffold9994 Scaffold9994_1470743 0 0 aaab
Scaffold9994_1470752 L1 SCFLD9994 1470752 Scaffold9994 Scaffold9994_1470752 0 0 abab
Scaffold9994_1499761 L1 SCFLD9994 1499761 Scaffold9994 Scaffold9994_1499761 1 1 abab
Scaffold9994_1499991 L1 SCFLD9994 1499991 Scaffold9994 Scaffold9994_1499991 1 0 aaab
Scaffold9994_331044 L1 SCFLD9994 331044 Scaffold9994 Scaffold9994_331044 0 0 aaab
Scaffold9994_392402 L1 SCFLD9994 392402 Scaffold9994 Scaffold9994_392402 0 0 abaa
Scaffold9994_692661 L1 SCFLD9994 692661 Scaffold9994 Scaffold9994_692661 1 1 bbba
Scaffold9994_745866 L1 SCFLD9994 745866 Scaffold9994 Scaffold9994_745866 1 1 abaa
Scaffold9994_810883 L1 SCFLD9994 810883 Scaffold9994 Scaffold9994_810883 0 0 abaa
Scaffold9994_812396 L1 SCFLD9994 812396 Scaffold9994 Scaffold9994_812396 0 0 abaa
Scaffold9994_952451 L1 SCFLD9994 952451 Scaffold9994 Scaffold9994_952451 0 0 abaa
Scaffold9994_956890 L1 SCFLD9994 956890 Scaffold9994 Scaffold9994_956890 0 0 abaa
Scaffold10003_1169598 L10 SCFLD10003 1169598 Scaffold10003 Scaffold10003_1169598 1 1 abaa
Scaffold10003_1502548 L10 SCFLD10003 1502548 Scaffold10003 Scaffold10003_1502548 1 1 aaab
Scaffold10003_399897 L10 SCFLD10003 399897 Scaffold10003 Scaffold10003_399897 1 1 bbba
Scaffold10003_851663 L10 SCFLD10003 851663 Scaffold10003 Scaffold10003_851663 1 1 abab
Scaffold10003_964787 L10 SCFLD10003 964787 Scaffold10003 Scaffold10003_964787 1 0 aaab
Scaffold115_271068 L10 SCFLD115 271068 Scaffold115 Scaffold115_271068 1 1 aaab
Scaffold115_271092 L10 SCFLD115 271092 Scaffold115 Scaffold115_271092 1 1 abaa
Scaffold115_31996 L10 SCFLD115 31996 Scaffold115 Scaffold115_31996 0 0 abaa
Scaffold127_106879 L10 SCFLD127 106879 Scaffold127 Scaffold127_106879 0 0 abbb
Scaffold127_260787 L10 SCFLD127 260787 Scaffold127 Scaffold127_260787 1 1 abbb
Scaffold127_30602 L10 SCFLD127 30602 Scaffold127 Scaffold127_30602 0 0 abbb
Scaffold127_93832 L10 SCFLD127 93832 Scaffold127 Scaffold127_93832 0 0 abaa
Scaffold130_149521 L10 SCFLD130 149521 Scaffold130 Scaffold130_149521 1 1 abab
Scaffold130_231936 L10 SCFLD130 231936 Scaffold130 Scaffold130_231936 1 1 bbba
Scaffold130_444598 L10 SCFLD130 444598 Scaffold130 Scaffold130_444598 1 1 abaa
Scaffold130_472769 L10 SCFLD130 472769 Scaffold130 Scaffold130_472769 0 0 abaa
Scaffold130_500755 L10 SCFLD130 500755 Scaffold130 Scaffold130_500755 0 0 aaab
Scaffold135_380906 L10 SCFLD135 380906 Scaffold135 Scaffold135_380906 1 1 abbb
Scaffold135_420435 L10 SCFLD135 420435 Scaffold135 Scaffold135_420435 0 0 abbb
Scaffold2050_15969 L10 SCFLD2050 15969 Scaffold2050 Scaffold2050_15969 1 1 abaa
Scaffold207_109113 L10 SCFLD207 109113 Scaffold207 Scaffold207_109113 1 1 abaa
Scaffold207_53381 L10 SCFLD207 53381 Scaffold207 Scaffold207_53381 1 1 abab
Scaffold224_134128 L10 SCFLD224 134128 Scaffold224 Scaffold224_134128 0 0 abaa
Scaffold224_308561 L10 SCFLD224 308561 Scaffold224 Scaffold224_308561 0 0 abaa
Scaffold224_99744 L10 SCFLD224 99744 Scaffold224 Scaffold224_99744 1 1 abaa
Scaffold289_143697 L10 SCFLD289 143697 Scaffold289 Scaffold289_143697 1 1 abaa
Scaffold2998_6325 L10 SCFLD2998 6325 Scaffold2998 Scaffold2998_6325 1 1 abbb
Scaffold3002_4557 L10 SCFLD3002 4557 Scaffold3002 Scaffold3002_4557 1 1 aaab
Scaffold3002_4658 L10 SCFLD3002 4658 Scaffold3002 Scaffold3002_4658 1 1 abaa
Scaffold316_141307 L10 SCFLD316 141307 Scaffold316 Scaffold316_141307 1 1 abaa
Scaffold316_328613 L10 SCFLD316 328613 Scaffold316 Scaffold316_328613 1 1 aaab
Scaffold324_206841 L10 SCFLD324 206841 Scaffold324 Scaffold324_206841 1 1 abaa
Scaffold345_188423 L10 SCFLD345 188423 Scaffold345 Scaffold345_188423 0 0 abaa
Scaffold345_239416 L10 SCFLD345 239416 Scaffold345 Scaffold345_239416 0 0 abaa
Scaffold345_253162 L10 SCFLD345 253162 Scaffold345 Scaffold345_253162 0 0 abaa
Scaffold345_272090 L10 SCFLD345 272090 Scaffold345 Scaffold345_272090 1 1 abab
Scaffold345_339061 L10 SCFLD345 339061 Scaffold345 Scaffold345_339061 1 1 abaa
Scaffold3604_600 L10 SCFLD3604 600 Scaffold3604 Scaffold3604_600 1 1 aaab
Scaffold361_395561 L10 SCFLD361 395561 Scaffold361 Scaffold361_395561 1 1 abab
Scaffold377_192740 L10 SCFLD377 192740 Scaffold377 Scaffold377_192740 0 0 abaa
Scaffold377_39741 L10 SCFLD377 39741 Scaffold377 Scaffold377_39741 1 1 abaa
Scaffold377_88360 L10 SCFLD377 88360 Scaffold377 Scaffold377_88360 0 0 abaa
Scaffold429_125272 L10 SCFLD429 125272 Scaffold429 Scaffold429_125272 1 1 abaa
Scaffold444_192902 L10 SCFLD444 192902 Scaffold444 Scaffold444_192902 0 0 abaa
Scaffold444_25433 L10 SCFLD444 25433 Scaffold444 Scaffold444_25433 1 1 abaa
Scaffold464_241850 L10 SCFLD464 241850 Scaffold464 Scaffold464_241850 1 1 abaa
Scaffold48_216423 L10 SCFLD48 216423 Scaffold48 Scaffold48_216423 0 0 abaa
Scaffold48_235487 L10 SCFLD48 235487 Scaffold48 Scaffold48_235487 0 0 abaa
Scaffold48_3642 L10 SCFLD48 3642 Scaffold48 Scaffold48_3642 1 1 abbb
Scaffold48_552600 L10 SCFLD48 552600 Scaffold48 Scaffold48_552600 1 1 aaab
Scaffold524_189884 L10 SCFLD524 189884 Scaffold524 Scaffold524_189884 1 1 abaa
Scaffold524_41387 L10 SCFLD524 41387 Scaffold524 Scaffold524_41387 0 0 abaa
Scaffold547_173471 L10 SCFLD547 173471 Scaffold547 Scaffold547_173471 1 1 abaa
Scaffold646_81877 L10 SCFLD646 81877 Scaffold646 Scaffold646_81877 1 1 abab
Scaffold6617_7066 L10 SCFLD6617 7066 Scaffold6617 Scaffold6617_7066 1 1 abaa
Scaffold6617_7112 L10 SCFLD6617 7112 Scaffold6617 Scaffold6617_7112 1 1 bbba
Scaffold71_155329 L10 SCFLD71 155329 Scaffold71 Scaffold71_155329 0 0 aaab
Scaffold71_161059 L10 SCFLD71 161059 Scaffold71 Scaffold71_161059 0 0 aaab
Scaffold71_199926 L10 SCFLD71 199926 Scaffold71 Scaffold71_199926 0 0 aaab
Scaffold71_300687 L10 SCFLD71 300687 Scaffold71 Scaffold71_300687 0 0 aaab
Scaffold71_304699 L10 SCFLD71 304699 Scaffold71 Scaffold71_304699 0 0 aaab
Scaffold71_304703 L10 SCFLD71 304703 Scaffold71 Scaffold71_304703 1 1 abaa
Scaffold71_323713 L10 SCFLD71 323713 Scaffold71 Scaffold71_323713 1 1 bbba
Scaffold71_652917 L10 SCFLD71 652917 Scaffold71 Scaffold71_652917 0 0 abaa
Scaffold71_686958 L10 SCFLD71 686958 Scaffold71 Scaffold71_686958 0 0 abaa
Scaffold71_95804 L10 SCFLD71 95804 Scaffold71 Scaffold71_95804 0 0 abaa
Scaffold757_19443 L10 SCFLD757 19443 Scaffold757 Scaffold757_19443 1 1 aaab
Scaffold889_10568 L10 SCFLD889 10568 Scaffold889 Scaffold889_10568 1 1 aaab
Scaffold9916o_1791581 L10 SCFLD9916o 1791581 Scaffold9916o Scaffold9916o_1791581 1 1 abab
Scaffold9916p_2126907 L10 SCFLD9916p 2126907 Scaffold9916p Scaffold9916p_2126907 1 1 aaab
Scaffold9916q_2143012 L10 SCFLD9916q 2143012 Scaffold9916q Scaffold9916q_2143012 1 1 aaab
Scaffold9916r_2143050 L10 SCFLD9916r 2143050 Scaffold9916r Scaffold9916r_2143050 1 1 abaa
Scaffold9930_1414103 L10 SCFLD9930 1414103 Scaffold9930 Scaffold9930_1414103 0 0 abbb
Scaffold9930_1428522 L10 SCFLD9930 1428522 Scaffold9930 Scaffold9930_1428522 1 1 abbb
Scaffold9930_1444172 L10 SCFLD9930 1444172 Scaffold9930 Scaffold9930_1444172 0 0 abaa
Scaffold9930_1682381 L10 SCFLD9930 1682381 Scaffold9930 Scaffold9930_1682381 0 0 aaab
Scaffold9930_1839107 L10 SCFLD9930 1839107 Scaffold9930 Scaffold9930_1839107 1 1 aaab
Scaffold9930_1867546 L10 SCFLD9930 1867546 Scaffold9930 Scaffold9930_1867546 0 0 aaab
Scaffold9930_1890587 L10 SCFLD9930 1890587 Scaffold9930 Scaffold9930_1890587 0 0 aaab
Scaffold9930_366425 L10 SCFLD9930 366425 Scaffold9930 Scaffold9930_366425 1 1 bbba
Scaffold9930_594216 L10 SCFLD9930 594216 Scaffold9930 Scaffold9930_594216 0 0 aaab
Scaffold9930_9278 L10 SCFLD9930 9278 Scaffold9930 Scaffold9930_9278 0 0 bbba
Scaffold9937_1555530 L10 SCFLD9937 1555530 Scaffold9937 Scaffold9937_1555530 0 0 abaa
Scaffold9937_1560137 L10 SCFLD9937 1560137 Scaffold9937 Scaffold9937_1560137 1 1 abbb
Scaffold9937_1588994 L10 SCFLD9937 1588994 Scaffold9937 Scaffold9937_1588994 0 0 abaa
Scaffold9953_1214769 L10 SCFLD9953 1214769 Scaffold9953 Scaffold9953_1214769 1 0 abbb
Scaffold9953_1270382 L10 SCFLD9953 1270382 Scaffold9953 Scaffold9953_1270382 0 0 abab
Scaffold9953_1334346 L10 SCFLD9953 1334346 Scaffold9953 Scaffold9953_1334346 1 0 abab
Scaffold9953_1627082 L10 SCFLD9953 1627082 Scaffold9953 Scaffold9953_1627082 0 1 abaa
Scaffold9953_1804473 L10 SCFLD9953 1804473 Scaffold9953 Scaffold9953_1804473 1 1 bbba
Scaffold9953_492715 L10 SCFLD9953 492715 Scaffold9953 Scaffold9953_492715 1 1 abab
Scaffold9953_492716 L10 SCFLD9953 492716 Scaffold9953 Scaffold9953_492716 1 1 aaab
Scaffold9953_492752 L10 SCFLD9953 492752 Scaffold9953 Scaffold9953_492752 1 1 abbb
Scaffold9953_70564 L10 SCFLD9953 70564 Scaffold9953 Scaffold9953_70564 0 0 abaa
Scaffold36_117018 L10 SCFLD36 117018 Scaffold36 Scaffold36_117018 0 0 aaab
Scaffold36_137454 L10 SCFLD36 137454 Scaffold36 Scaffold36_137454 0 0 aaab
Scaffold36_181555 L10 SCFLD36 181555 Scaffold36 Scaffold36_181555 0 0 abaa
Scaffold36_181576 L10 SCFLD36 181576 Scaffold36 Scaffold36_181576 1 1 abab
Scaffold36_206185 L10 SCFLD36 206185 Scaffold36 Scaffold36_206185 1 1 bbba
Scaffold36_276105 L10 SCFLD36 276105 Scaffold36 Scaffold36_276105 0 0 abaa
Scaffold36_309553 L10 SCFLD36 309553 Scaffold36 Scaffold36_309553 0 0 abaa
Scaffold36_418707 L10 SCFLD36 418707 Scaffold36 Scaffold36_418707 0 0 abaa
Scaffold36_418741 L10 SCFLD36 418741 Scaffold36 Scaffold36_418741 0 0 abab
Scaffold36_418854 L10 SCFLD36 418854 Scaffold36 Scaffold36_418854 0 0 aaab
Scaffold36_436193 L10 SCFLD36 436193 Scaffold36 Scaffold36_436193 0 0 abab
Scaffold36_445372 L10 SCFLD36 445372 Scaffold36 Scaffold36_445372 0 0 abaa
Scaffold36_458275 L10 SCFLD36 458275 Scaffold36 Scaffold36_458275 0 0 abaa
Scaffold36_516573 L10 SCFLD36 516573 Scaffold36 Scaffold36_516573 0 0 abab
Scaffold36_516602 L10 SCFLD36 516602 Scaffold36 Scaffold36_516602 0 0 abaa
Scaffold36_538256 L10 SCFLD36 538256 Scaffold36 Scaffold36_538256 0 0 bbba
Scaffold36_545492 L10 SCFLD36 545492 Scaffold36 Scaffold36_545492 0 0 aaab
Scaffold36_551063 L10 SCFLD36 551063 Scaffold36 Scaffold36_551063 0 0 abab
Scaffold36_641000 L10 SCFLD36 641000 Scaffold36 Scaffold36_641000 1 0 abaa
Scaffold36_642447 L10 SCFLD36 642447 Scaffold36 Scaffold36_642447 0 0 abaa
Scaffold36_642470 L10 SCFLD36 642470 Scaffold36 Scaffold36_642470 0 0 abab
Scaffold36_654858 L10 SCFLD36 654858 Scaffold36 Scaffold36_654858 0 0 aaab
Scaffold36_688401 L10 SCFLD36 688401 Scaffold36 Scaffold36_688401 0 0 abab
Scaffold36_688506 L10 SCFLD36 688506 Scaffold36 Scaffold36_688506 0 0 aaab
Scaffold36_712619 L10 SCFLD36 712619 Scaffold36 Scaffold36_712619 0 0 aaab
Scaffold36_712732 L10 SCFLD36 712732 Scaffold36 Scaffold36_712732 1 0 abab
Scaffold36_77034 L10 SCFLD36 77034 Scaffold36 Scaffold36_77034 1 1 abbb
Scaffold36_77070 L10 SCFLD36 77070 Scaffold36 Scaffold36_77070 0 0 aaab
Scaffold36_820037 L10 SCFLD36 820037 Scaffold36 Scaffold36_820037 0 0 aaab
Scaffold36_859740 L10 SCFLD36 859740 Scaffold36 Scaffold36_859740 0 0 abaa
Scaffold36_874617 L10 SCFLD36 874617 Scaffold36 Scaffold36_874617 1 0 bbba
Scaffold36_93444 L10 SCFLD36 93444 Scaffold36 Scaffold36_93444 0 0 aaab
Scaffold9880_1147408 L10 SCFLD9880 1147408 Scaffold9880 Scaffold9880_1147408 0 0 abbb
Scaffold9880_1258550 L10 SCFLD9880 1258550 Scaffold9880 Scaffold9880_1258550 0 0 abaa
Scaffold9880_1614282 L10 SCFLD9880 1614282 Scaffold9880 Scaffold9880_1614282 1 1 abbb
Scaffold9880_2100650 L10 SCFLD9880 2100650 Scaffold9880 Scaffold9880_2100650 0 0 abaa
Scaffold9880_2229291 L10 SCFLD9880 2229291 Scaffold9880 Scaffold9880_2229291 0 0 aaab
Scaffold9880_2252213 L10 SCFLD9880 2252213 Scaffold9880 Scaffold9880_2252213 0 0 abab
Scaffold9880_2256481 L10 SCFLD9880 2256481 Scaffold9880 Scaffold9880_2256481 0 0 aaab
Scaffold9880_2312261 L10 SCFLD9880 2312261 Scaffold9880 Scaffold9880_2312261 0 0 abbb
Scaffold9880_2375668 L10 SCFLD9880 2375668 Scaffold9880 Scaffold9880_2375668 0 0 abab
Scaffold9880_2412614 L10 SCFLD9880 2412614 Scaffold9880 Scaffold9880_2412614 0 0 aaab
Scaffold9880_2486252 L10 SCFLD9880 2486252 Scaffold9880 Scaffold9880_2486252 1 1 abab
Scaffold9880_2585682 L10 SCFLD9880 2585682 Scaffold9880 Scaffold9880_2585682 0 0 aaab
Scaffold9880_2585816 L10 SCFLD9880 2585816 Scaffold9880 Scaffold9880_2585816 1 0 abbb
Scaffold9880_2620809 L10 SCFLD9880 2620809 Scaffold9880 Scaffold9880_2620809 0 0 abab
Scaffold9880_2639902 L10 SCFLD9880 2639902 Scaffold9880 Scaffold9880_2639902 1 1 bbba
Scaffold9880_2725526 L10 SCFLD9880 2725526 Scaffold9880 Scaffold9880_2725526 0 0 abbb
Scaffold9880_2735902 L10 SCFLD9880 2735902 Scaffold9880 Scaffold9880_2735902 0 0 abbb
Scaffold9880_2859136 L10 SCFLD9880 2859136 Scaffold9880 Scaffold9880_2859136 0 1 abbb
Scaffold9880_957034 L10 SCFLD9880 957034 Scaffold9880 Scaffold9880_957034 1 1 aaab
Scaffold9899_1323855 L10 SCFLD9899 1323855 Scaffold9899 Scaffold9899_1323855 1 0 abaa
Scaffold9899_1390250 L10 SCFLD9899 1390250 Scaffold9899 Scaffold9899_1390250 1 0 aaab
Scaffold9899_1390267 L10 SCFLD9899 1390267 Scaffold9899 Scaffold9899_1390267 1 0 abab
Scaffold9899_1836208 L10 SCFLD9899 1836208 Scaffold9899 Scaffold9899_1836208 1 1 abaa
Scaffold9899_1836351 L10 SCFLD9899 1836351 Scaffold9899 Scaffold9899_1836351 0 0 abab
Scaffold9899_2054960 L10 SCFLD9899 2054960 Scaffold9899 Scaffold9899_2054960 1 1 abab
Scaffold9899_208227 L10 SCFLD9899 208227 Scaffold9899 Scaffold9899_208227 1 0 abaa
Scaffold9899_2231204 L10 SCFLD9899 2231204 Scaffold9899 Scaffold9899_2231204 0 0 aaab
Scaffold9899_2261096 L10 SCFLD9899 2261096 Scaffold9899 Scaffold9899_2261096 1 1 aaab
Scaffold9899_239489 L10 SCFLD9899 239489 Scaffold9899 Scaffold9899_239489 0 0 abaa
Scaffold9899_27343 L10 SCFLD9899 27343 Scaffold9899 Scaffold9899_27343 1 1 abab
Scaffold9899_39126 L10 SCFLD9899 39126 Scaffold9899 Scaffold9899_39126 1 0 bbba
Scaffold9899_39255 L10 SCFLD9899 39255 Scaffold9899 Scaffold9899_39255 0 0 abaa
Scaffold9899_478168 L10 SCFLD9899 478168 Scaffold9899 Scaffold9899_478168 0 0 aaab
Scaffold9899_598187 L10 SCFLD9899 598187 Scaffold9899 Scaffold9899_598187 0 0 abaa
Scaffold9899_628212 L10 SCFLD9899 628212 Scaffold9899 Scaffold9899_628212 0 0 aaab
Scaffold9899_675087 L10 SCFLD9899 675087 Scaffold9899 Scaffold9899_675087 1 1 bbba
Scaffold9899_688472 L10 SCFLD9899 688472 Scaffold9899 Scaffold9899_688472 0 0 aaab
Scaffold9899_726645 L10 SCFLD9899 726645 Scaffold9899 Scaffold9899_726645 0 0 bbba
Scaffold9899_760965 L10 SCFLD9899 760965 Scaffold9899 Scaffold9899_760965 1 1 abbb
Scaffold9899_863445 L10 SCFLD9899 863445 Scaffold9899 Scaffold9899_863445 1 0 abab
Scaffold9908_1044706 L10 SCFLD9908 1044706 Scaffold9908 Scaffold9908_1044706 1 0 abab
Scaffold9908_1044733 L10 SCFLD9908 1044733 Scaffold9908 Scaffold9908_1044733 0 0 bbba
Scaffold9908_104784 L10 SCFLD9908 104784 Scaffold9908 Scaffold9908_104784 1 1 abaa
Scaffold9908_1369670 L10 SCFLD9908 1369670 Scaffold9908 Scaffold9908_1369670 1 1 bbba
Scaffold9908_1465326 L10 SCFLD9908 1465326 Scaffold9908 Scaffold9908_1465326 0 0 aaab
Scaffold9908_1471934 L10 SCFLD9908 1471934 Scaffold9908 Scaffold9908_1471934 0 0 aaab
Scaffold9908_1526947 L10 SCFLD9908 1526947 Scaffold9908 Scaffold9908_1526947 0 0 aaab
