"a" "b" "c" "d" "e"
"337" "L1" "SCFLD9978" 738091 "Scaffold9978" "Scaffold9978_738091"
"338" "L1" "SCFLD9978" 763068 "Scaffold9978" "Scaffold9978_763068"
"339" "L1" "SCFLD9978" 763109 "Scaffold9978" "Scaffold9978_763109"
"340" "L1" "SCFLD9978" 774731 "Scaffold9978" "Scaffold9978_774731"
"341" "L1" "SCFLD9978" 795648 "Scaffold9978" "Scaffold9978_795648"
"342" "L1" "SCFLD9978" 899805 "Scaffold9978" "Scaffold9978_899805"
"343" "L1" "SCFLD9986" 1096696 "Scaffold9986" "Scaffold9986_1096696"
"344" "L1" "SCFLD9986" 1273101 "Scaffold9986" "Scaffold9986_1273101"
"345" "L1" "SCFLD9986" 1344538 "Scaffold9986" "Scaffold9986_1344538"
"346" "L1" "SCFLD9986" 1344567 "Scaffold9986" "Scaffold9986_1344567"
"347" "L1" "SCFLD9986" 1344699 "Scaffold9986" "Scaffold9986_1344699"
"348" "L1" "SCFLD9986" 151507 "Scaffold9986" "Scaffold9986_151507"
"349" "L1" "SCFLD9986" 17052 "Scaffold9986" "Scaffold9986_17052"
"350" "L1" "SCFLD9986" 216832 "Scaffold9986" "Scaffold9986_216832"
"351" "L1" "SCFLD9986" 26713 "Scaffold9986" "Scaffold9986_26713"
"352" "L1" "SCFLD9986" 347142 "Scaffold9986" "Scaffold9986_347142"
"353" "L1" "SCFLD9986" 396216 "Scaffold9986" "Scaffold9986_396216"
"354" "L1" "SCFLD9986" 551436 "Scaffold9986" "Scaffold9986_551436"
"355" "L1" "SCFLD9986" 811214 "Scaffold9986" "Scaffold9986_811214"
"356" "L1" "SCFLD9986" 899432 "Scaffold9986" "Scaffold9986_899432"
"357" "L1" "SCFLD9986" 899547 "Scaffold9986" "Scaffold9986_899547"
"358" "L1" "SCFLD9986" 899555 "Scaffold9986" "Scaffold9986_899555"
"359" "L1" "SCFLD9994" 1437418 "Scaffold9994" "Scaffold9994_1437418"
"360" "L1" "SCFLD9994" 1437458 "Scaffold9994" "Scaffold9994_1437458"
"361" "L1" "SCFLD9994" 1470743 "Scaffold9994" "Scaffold9994_1470743"
"362" "L1" "SCFLD9994" 1470752 "Scaffold9994" "Scaffold9994_1470752"
"363" "L1" "SCFLD9994" 1499761 "Scaffold9994" "Scaffold9994_1499761"
"364" "L1" "SCFLD9994" 1499991 "Scaffold9994" "Scaffold9994_1499991"
"365" "L1" "SCFLD9994" 331044 "Scaffold9994" "Scaffold9994_331044"
"366" "L1" "SCFLD9994" 392402 "Scaffold9994" "Scaffold9994_392402"
"367" "L1" "SCFLD9994" 692661 "Scaffold9994" "Scaffold9994_692661"
"368" "L1" "SCFLD9994" 745866 "Scaffold9994" "Scaffold9994_745866"
"369" "L1" "SCFLD9994" 810883 "Scaffold9994" "Scaffold9994_810883"
"370" "L1" "SCFLD9994" 812396 "Scaffold9994" "Scaffold9994_812396"
"371" "L1" "SCFLD9994" 952451 "Scaffold9994" "Scaffold9994_952451"
"372" "L1" "SCFLD9994" 956890 "Scaffold9994" "Scaffold9994_956890"
"373" "L10" "SCFLD10003" 1169598 "Scaffold10003" "Scaffold10003_1169598"
"374" "L10" "SCFLD10003" 1502548 "Scaffold10003" "Scaffold10003_1502548"
"375" "L10" "SCFLD10003" 399897 "Scaffold10003" "Scaffold10003_399897"
"376" "L10" "SCFLD10003" 851663 "Scaffold10003" "Scaffold10003_851663"
"377" "L10" "SCFLD10003" 964787 "Scaffold10003" "Scaffold10003_964787"
"378" "L10" "SCFLD115" 271068 "Scaffold115" "Scaffold115_271068"
"379" "L10" "SCFLD115" 271092 "Scaffold115" "Scaffold115_271092"
"380" "L10" "SCFLD115" 31996 "Scaffold115" "Scaffold115_31996"
"381" "L10" "SCFLD127" 106879 "Scaffold127" "Scaffold127_106879"
"382" "L10" "SCFLD127" 260787 "Scaffold127" "Scaffold127_260787"
"383" "L10" "SCFLD127" 30602 "Scaffold127" "Scaffold127_30602"
"384" "L10" "SCFLD127" 93832 "Scaffold127" "Scaffold127_93832"
"385" "L10" "SCFLD130" 149521 "Scaffold130" "Scaffold130_149521"
"386" "L10" "SCFLD130" 231936 "Scaffold130" "Scaffold130_231936"
"387" "L10" "SCFLD130" 444598 "Scaffold130" "Scaffold130_444598"
"388" "L10" "SCFLD130" 472769 "Scaffold130" "Scaffold130_472769"
"389" "L10" "SCFLD130" 500755 "Scaffold130" "Scaffold130_500755"
"390" "L10" "SCFLD135" 380906 "Scaffold135" "Scaffold135_380906"
"391" "L10" "SCFLD135" 420435 "Scaffold135" "Scaffold135_420435"
"392" "L10" "SCFLD2050" 15969 "Scaffold2050" "Scaffold2050_15969"
"393" "L10" "SCFLD207" 109113 "Scaffold207" "Scaffold207_109113"
"394" "L10" "SCFLD207" 53381 "Scaffold207" "Scaffold207_53381"
"395" "L10" "SCFLD224" 134128 "Scaffold224" "Scaffold224_134128"
"396" "L10" "SCFLD224" 308561 "Scaffold224" "Scaffold224_308561"
"397" "L10" "SCFLD224" 99744 "Scaffold224" "Scaffold224_99744"
"398" "L10" "SCFLD289" 143697 "Scaffold289" "Scaffold289_143697"
"399" "L10" "SCFLD2998" 6325 "Scaffold2998" "Scaffold2998_6325"
"400" "L10" "SCFLD3002" 4557 "Scaffold3002" "Scaffold3002_4557"
"401" "L10" "SCFLD3002" 4658 "Scaffold3002" "Scaffold3002_4658"
"402" "L10" "SCFLD316" 141307 "Scaffold316" "Scaffold316_141307"
"403" "L10" "SCFLD316" 328613 "Scaffold316" "Scaffold316_328613"
"404" "L10" "SCFLD324" 206841 "Scaffold324" "Scaffold324_206841"
"405" "L10" "SCFLD345" 188423 "Scaffold345" "Scaffold345_188423"
"406" "L10" "SCFLD345" 239416 "Scaffold345" "Scaffold345_239416"
"407" "L10" "SCFLD345" 253162 "Scaffold345" "Scaffold345_253162"
"408" "L10" "SCFLD345" 272090 "Scaffold345" "Scaffold345_272090"
"409" "L10" "SCFLD345" 339061 "Scaffold345" "Scaffold345_339061"
"410" "L10" "SCFLD3604" 600 "Scaffold3604" "Scaffold3604_600"
"411" "L10" "SCFLD361" 395561 "Scaffold361" "Scaffold361_395561"
"412" "L10" "SCFLD377" 192740 "Scaffold377" "Scaffold377_192740"
"413" "L10" "SCFLD377" 39741 "Scaffold377" "Scaffold377_39741"
"414" "L10" "SCFLD377" 88360 "Scaffold377" "Scaffold377_88360"
"415" "L10" "SCFLD429" 125272 "Scaffold429" "Scaffold429_125272"
"416" "L10" "SCFLD444" 192902 "Scaffold444" "Scaffold444_192902"
"417" "L10" "SCFLD444" 25433 "Scaffold444" "Scaffold444_25433"
"418" "L10" "SCFLD464" 241850 "Scaffold464" "Scaffold464_241850"
"419" "L10" "SCFLD48" 216423 "Scaffold48" "Scaffold48_216423"
"420" "L10" "SCFLD48" 235487 "Scaffold48" "Scaffold48_235487"
"421" "L10" "SCFLD48" 3642 "Scaffold48" "Scaffold48_3642"
"422" "L10" "SCFLD48" 552600 "Scaffold48" "Scaffold48_552600"
"423" "L10" "SCFLD524" 189884 "Scaffold524" "Scaffold524_189884"
"424" "L10" "SCFLD524" 41387 "Scaffold524" "Scaffold524_41387"
"425" "L10" "SCFLD547" 173471 "Scaffold547" "Scaffold547_173471"
"426" "L10" "SCFLD646" 81877 "Scaffold646" "Scaffold646_81877"
"427" "L10" "SCFLD6617" 7066 "Scaffold6617" "Scaffold6617_7066"
"428" "L10" "SCFLD6617" 7112 "Scaffold6617" "Scaffold6617_7112"
"429" "L10" "SCFLD71" 155329 "Scaffold71" "Scaffold71_155329"
"430" "L10" "SCFLD71" 161059 "Scaffold71" "Scaffold71_161059"
"431" "L10" "SCFLD71" 199926 "Scaffold71" "Scaffold71_199926"
"432" "L10" "SCFLD71" 300687 "Scaffold71" "Scaffold71_300687"
"433" "L10" "SCFLD71" 304699 "Scaffold71" "Scaffold71_304699"
"434" "L10" "SCFLD71" 304703 "Scaffold71" "Scaffold71_304703"
"435" "L10" "SCFLD71" 323713 "Scaffold71" "Scaffold71_323713"
"436" "L10" "SCFLD71" 652917 "Scaffold71" "Scaffold71_652917"
"437" "L10" "SCFLD71" 686958 "Scaffold71" "Scaffold71_686958"
"438" "L10" "SCFLD71" 95804 "Scaffold71" "Scaffold71_95804"
"439" "L10" "SCFLD757" 19443 "Scaffold757" "Scaffold757_19443"
"440" "L10" "SCFLD889" 10568 "Scaffold889" "Scaffold889_10568"
"441" "L10" "SCFLD9916o" 1791581 "Scaffold9916o" "Scaffold9916o_1791581"
"442" "L10" "SCFLD9916p" 2126907 "Scaffold9916p" "Scaffold9916p_2126907"
"443" "L10" "SCFLD9916q" 2143012 "Scaffold9916q" "Scaffold9916q_2143012"
"444" "L10" "SCFLD9916r" 2143050 "Scaffold9916r" "Scaffold9916r_2143050"
"445" "L10" "SCFLD9930" 1414103 "Scaffold9930" "Scaffold9930_1414103"
"446" "L10" "SCFLD9930" 1428522 "Scaffold9930" "Scaffold9930_1428522"
"447" "L10" "SCFLD9930" 1444172 "Scaffold9930" "Scaffold9930_1444172"
"448" "L10" "SCFLD9930" 1682381 "Scaffold9930" "Scaffold9930_1682381"
"449" "L10" "SCFLD9930" 1839107 "Scaffold9930" "Scaffold9930_1839107"
"450" "L10" "SCFLD9930" 1867546 "Scaffold9930" "Scaffold9930_1867546"
"451" "L10" "SCFLD9930" 1890587 "Scaffold9930" "Scaffold9930_1890587"
"452" "L10" "SCFLD9930" 366425 "Scaffold9930" "Scaffold9930_366425"
"453" "L10" "SCFLD9930" 594216 "Scaffold9930" "Scaffold9930_594216"
"454" "L10" "SCFLD9930" 9278 "Scaffold9930" "Scaffold9930_9278"
"455" "L10" "SCFLD9937" 1555530 "Scaffold9937" "Scaffold9937_1555530"
"456" "L10" "SCFLD9937" 1560137 "Scaffold9937" "Scaffold9937_1560137"
"457" "L10" "SCFLD9937" 1588994 "Scaffold9937" "Scaffold9937_1588994"
"458" "L10" "SCFLD9953" 1214769 "Scaffold9953" "Scaffold9953_1214769"
"459" "L10" "SCFLD9953" 1270382 "Scaffold9953" "Scaffold9953_1270382"
"460" "L10" "SCFLD9953" 1334346 "Scaffold9953" "Scaffold9953_1334346"
"461" "L10" "SCFLD9953" 1627082 "Scaffold9953" "Scaffold9953_1627082"
"462" "L10" "SCFLD9953" 1804473 "Scaffold9953" "Scaffold9953_1804473"
"463" "L10" "SCFLD9953" 492715 "Scaffold9953" "Scaffold9953_492715"
"464" "L10" "SCFLD9953" 492716 "Scaffold9953" "Scaffold9953_492716"
"465" "L10" "SCFLD9953" 492752 "Scaffold9953" "Scaffold9953_492752"
"466" "L10" "SCFLD9953" 70564 "Scaffold9953" "Scaffold9953_70564"
"467" "L10" "SCFLD36" 117018 "Scaffold36" "Scaffold36_117018"
"468" "L10" "SCFLD36" 137454 "Scaffold36" "Scaffold36_137454"
"469" "L10" "SCFLD36" 181555 "Scaffold36" "Scaffold36_181555"
"470" "L10" "SCFLD36" 181576 "Scaffold36" "Scaffold36_181576"
"471" "L10" "SCFLD36" 206185 "Scaffold36" "Scaffold36_206185"
"472" "L10" "SCFLD36" 276105 "Scaffold36" "Scaffold36_276105"
"473" "L10" "SCFLD36" 309553 "Scaffold36" "Scaffold36_309553"
"474" "L10" "SCFLD36" 418707 "Scaffold36" "Scaffold36_418707"
"475" "L10" "SCFLD36" 418741 "Scaffold36" "Scaffold36_418741"
"476" "L10" "SCFLD36" 418854 "Scaffold36" "Scaffold36_418854"
"477" "L10" "SCFLD36" 436193 "Scaffold36" "Scaffold36_436193"
"478" "L10" "SCFLD36" 445372 "Scaffold36" "Scaffold36_445372"
"479" "L10" "SCFLD36" 458275 "Scaffold36" "Scaffold36_458275"
"480" "L10" "SCFLD36" 516573 "Scaffold36" "Scaffold36_516573"
"481" "L10" "SCFLD36" 516602 "Scaffold36" "Scaffold36_516602"
"482" "L10" "SCFLD36" 538256 "Scaffold36" "Scaffold36_538256"
"483" "L10" "SCFLD36" 545492 "Scaffold36" "Scaffold36_545492"
"484" "L10" "SCFLD36" 551063 "Scaffold36" "Scaffold36_551063"
"485" "L10" "SCFLD36" 641000 "Scaffold36" "Scaffold36_641000"
"486" "L10" "SCFLD36" 642447 "Scaffold36" "Scaffold36_642447"
"487" "L10" "SCFLD36" 642470 "Scaffold36" "Scaffold36_642470"
"488" "L10" "SCFLD36" 654858 "Scaffold36" "Scaffold36_654858"
"489" "L10" "SCFLD36" 688401 "Scaffold36" "Scaffold36_688401"
"490" "L10" "SCFLD36" 688506 "Scaffold36" "Scaffold36_688506"
"491" "L10" "SCFLD36" 712619 "Scaffold36" "Scaffold36_712619"
"492" "L10" "SCFLD36" 712732 "Scaffold36" "Scaffold36_712732"
"493" "L10" "SCFLD36" 77034 "Scaffold36" "Scaffold36_77034"
"494" "L10" "SCFLD36" 77070 "Scaffold36" "Scaffold36_77070"
"495" "L10" "SCFLD36" 820037 "Scaffold36" "Scaffold36_820037"
"496" "L10" "SCFLD36" 859740 "Scaffold36" "Scaffold36_859740"
"497" "L10" "SCFLD36" 874617 "Scaffold36" "Scaffold36_874617"
"498" "L10" "SCFLD36" 93444 "Scaffold36" "Scaffold36_93444"
"499" "L10" "SCFLD9880" 1147408 "Scaffold9880" "Scaffold9880_1147408"
"500" "L10" "SCFLD9880" 1258550 "Scaffold9880" "Scaffold9880_1258550"
"501" "L10" "SCFLD9880" 1614282 "Scaffold9880" "Scaffold9880_1614282"
"502" "L10" "SCFLD9880" 2100650 "Scaffold9880" "Scaffold9880_2100650"
"503" "L10" "SCFLD9880" 2229291 "Scaffold9880" "Scaffold9880_2229291"
"504" "L10" "SCFLD9880" 2252213 "Scaffold9880" "Scaffold9880_2252213"
"505" "L10" "SCFLD9880" 2256481 "Scaffold9880" "Scaffold9880_2256481"
"506" "L10" "SCFLD9880" 2312261 "Scaffold9880" "Scaffold9880_2312261"
"507" "L10" "SCFLD9880" 2375668 "Scaffold9880" "Scaffold9880_2375668"
"508" "L10" "SCFLD9880" 2412614 "Scaffold9880" "Scaffold9880_2412614"
"509" "L10" "SCFLD9880" 2486252 "Scaffold9880" "Scaffold9880_2486252"
"510" "L10" "SCFLD9880" 2585682 "Scaffold9880" "Scaffold9880_2585682"
"511" "L10" "SCFLD9880" 2585816 "Scaffold9880" "Scaffold9880_2585816"
"512" "L10" "SCFLD9880" 2620809 "Scaffold9880" "Scaffold9880_2620809"
"513" "L10" "SCFLD9880" 2639902 "Scaffold9880" "Scaffold9880_2639902"
"514" "L10" "SCFLD9880" 2725526 "Scaffold9880" "Scaffold9880_2725526"
"515" "L10" "SCFLD9880" 2735902 "Scaffold9880" "Scaffold9880_2735902"
"516" "L10" "SCFLD9880" 2859136 "Scaffold9880" "Scaffold9880_2859136"
"517" "L10" "SCFLD9880" 957034 "Scaffold9880" "Scaffold9880_957034"
"518" "L10" "SCFLD9899" 1323855 "Scaffold9899" "Scaffold9899_1323855"
"519" "L10" "SCFLD9899" 1390250 "Scaffold9899" "Scaffold9899_1390250"
"520" "L10" "SCFLD9899" 1390267 "Scaffold9899" "Scaffold9899_1390267"
"521" "L10" "SCFLD9899" 1836208 "Scaffold9899" "Scaffold9899_1836208"
"522" "L10" "SCFLD9899" 1836351 "Scaffold9899" "Scaffold9899_1836351"
"523" "L10" "SCFLD9899" 2054960 "Scaffold9899" "Scaffold9899_2054960"
"524" "L10" "SCFLD9899" 208227 "Scaffold9899" "Scaffold9899_208227"
"525" "L10" "SCFLD9899" 2231204 "Scaffold9899" "Scaffold9899_2231204"
"526" "L10" "SCFLD9899" 2261096 "Scaffold9899" "Scaffold9899_2261096"
"527" "L10" "SCFLD9899" 239489 "Scaffold9899" "Scaffold9899_239489"
"528" "L10" "SCFLD9899" 27343 "Scaffold9899" "Scaffold9899_27343"
"529" "L10" "SCFLD9899" 39126 "Scaffold9899" "Scaffold9899_39126"
"530" "L10" "SCFLD9899" 39255 "Scaffold9899" "Scaffold9899_39255"
"531" "L10" "SCFLD9899" 478168 "Scaffold9899" "Scaffold9899_478168"
"532" "L10" "SCFLD9899" 598187 "Scaffold9899" "Scaffold9899_598187"
"533" "L10" "SCFLD9899" 628212 "Scaffold9899" "Scaffold9899_628212"
"534" "L10" "SCFLD9899" 675087 "Scaffold9899" "Scaffold9899_675087"
"535" "L10" "SCFLD9899" 688472 "Scaffold9899" "Scaffold9899_688472"
"536" "L10" "SCFLD9899" 726645 "Scaffold9899" "Scaffold9899_726645"
"537" "L10" "SCFLD9899" 760965 "Scaffold9899" "Scaffold9899_760965"
"538" "L10" "SCFLD9899" 863445 "Scaffold9899" "Scaffold9899_863445"
"539" "L10" "SCFLD9908" 1044706 "Scaffold9908" "Scaffold9908_1044706"
"540" "L10" "SCFLD9908" 1044733 "Scaffold9908" "Scaffold9908_1044733"
"541" "L10" "SCFLD9908" 104784 "Scaffold9908" "Scaffold9908_104784"
"542" "L10" "SCFLD9908" 1369670 "Scaffold9908" "Scaffold9908_1369670"
"543" "L10" "SCFLD9908" 1465326 "Scaffold9908" "Scaffold9908_1465326"
"544" "L10" "SCFLD9908" 1471934 "Scaffold9908" "Scaffold9908_1471934"
"545" "L10" "SCFLD9908" 1526947 "Scaffold9908" "Scaffold9908_1526947"
"546" "L10" "SCFLD9908" 1754815 "Scaffold9908" "Scaffold9908_1754815"
"547" "L10" "SCFLD9908" 1826260 "Scaffold9908" "Scaffold9908_1826260"
"548" "L10" "SCFLD9908" 1836158 "Scaffold9908" "Scaffold9908_1836158"
"549" "L10" "SCFLD9908" 1849146 "Scaffold9908" "Scaffold9908_1849146"
"550" "L10" "SCFLD9908" 1849184 "Scaffold9908" "Scaffold9908_1849184"
"551" "L10" "SCFLD9908" 1991179 "Scaffold9908" "Scaffold9908_1991179"
"552" "L10" "SCFLD9908" 2014252 "Scaffold9908" "Scaffold9908_2014252"
"553" "L10" "SCFLD9908" 338912 "Scaffold9908" "Scaffold9908_338912"
"554" "L10" "SCFLD9908" 62742 "Scaffold9908" "Scaffold9908_62742"
"555" "L10" "SCFLD9908" 788199 "Scaffold9908" "Scaffold9908_788199"
"556" "L10" "SCFLD9928" 1048348 "Scaffold9928" "Scaffold9928_1048348"
"557" "L10" "SCFLD9928" 1657219 "Scaffold9928" "Scaffold9928_1657219"
"558" "L10" "SCFLD9928" 1864666 "Scaffold9928" "Scaffold9928_1864666"
"559" "L10" "SCFLD9928" 1864705 "Scaffold9928" "Scaffold9928_1864705"
"560" "L10" "SCFLD9928" 1864798 "Scaffold9928" "Scaffold9928_1864798"
"561" "L10" "SCFLD9928" 1987434 "Scaffold9928" "Scaffold9928_1987434"
"562" "L10" "SCFLD9928" 2017591 "Scaffold9928" "Scaffold9928_2017591"
"563" "L10" "SCFLD9928" 2042404 "Scaffold9928" "Scaffold9928_2042404"
"564" "L10" "SCFLD9928" 2060617 "Scaffold9928" "Scaffold9928_2060617"
"565" "L10" "SCFLD9928" 2087704 "Scaffold9928" "Scaffold9928_2087704"
"566" "L10" "SCFLD9928" 532801 "Scaffold9928" "Scaffold9928_532801"
"567" "L10" "SCFLD9928" 74803 "Scaffold9928" "Scaffold9928_74803"
"568" "L10" "SCFLD9928" 858150 "Scaffold9928" "Scaffold9928_858150"
"569" "L10" "SCFLD9934" 1238320 "Scaffold9934" "Scaffold9934_1238320"
"570" "L10" "SCFLD9934" 1437475 "Scaffold9934" "Scaffold9934_1437475"
"571" "L10" "SCFLD9934" 1852345 "Scaffold9934" "Scaffold9934_1852345"
"572" "L10" "SCFLD9934" 1886598 "Scaffold9934" "Scaffold9934_1886598"
"573" "L10" "SCFLD9934" 1974521 "Scaffold9934" "Scaffold9934_1974521"
"574" "L10" "SCFLD9934" 205679 "Scaffold9934" "Scaffold9934_205679"
"575" "L10" "SCFLD9934" 389959 "Scaffold9934" "Scaffold9934_389959"
"576" "L10" "SCFLD9934" 546086 "Scaffold9934" "Scaffold9934_546086"
"577" "L10" "SCFLD9934" 611929 "Scaffold9934" "Scaffold9934_611929"
"578" "L10" "SCFLD9934" 683527 "Scaffold9934" "Scaffold9934_683527"
"579" "L10" "SCFLD9934" 735638 "Scaffold9934" "Scaffold9934_735638"
"580" "L11" "SCFLD117" 282019 "Scaffold117" "Scaffold117_282019"
"581" "L11" "SCFLD117" 502550 "Scaffold117" "Scaffold117_502550"
"582" "L11" "SCFLD117" 77260 "Scaffold117" "Scaffold117_77260"
"583" "L11" "SCFLD118" 134251 "Scaffold118" "Scaffold118_134251"
"584" "L11" "SCFLD118" 362968 "Scaffold118" "Scaffold118_362968"
"585" "L11" "SCFLD118" 485283 "Scaffold118" "Scaffold118_485283"
"586" "L11" "SCFLD118" 59069 "Scaffold118" "Scaffold118_59069"
"587" "L11" "SCFLD1188" 11163 "Scaffold1188" "Scaffold1188_11163"
"588" "L11" "SCFLD1188" 11245 "Scaffold1188" "Scaffold1188_11245"
"589" "L11" "SCFLD1188" 11317 "Scaffold1188" "Scaffold1188_11317"
"590" "L11" "SCFLD126" 157936 "Scaffold126" "Scaffold126_157936"
"591" "L11" "SCFLD126" 181591 "Scaffold126" "Scaffold126_181591"
"592" "L11" "SCFLD126" 246152 "Scaffold126" "Scaffold126_246152"
"593" "L11" "SCFLD126" 367183 "Scaffold126" "Scaffold126_367183"
"594" "L11" "SCFLD126" 374007 "Scaffold126" "Scaffold126_374007"
"595" "L11" "SCFLD126" 84051 "Scaffold126" "Scaffold126_84051"
"596" "L11" "SCFLD1276" 36956 "Scaffold1276" "Scaffold1276_36956"
"597" "L11" "SCFLD1468" 22915 "Scaffold1468" "Scaffold1468_22915"
"598" "L11" "SCFLD1518" 56829 "Scaffold1518" "Scaffold1518_56829"
"599" "L11" "SCFLD1518" 56861 "Scaffold1518" "Scaffold1518_56861"
"600" "L11" "SCFLD157" 101417 "Scaffold157" "Scaffold157_101417"
"601" "L11" "SCFLD157" 101528 "Scaffold157" "Scaffold157_101528"
"602" "L11" "SCFLD157" 101537 "Scaffold157" "Scaffold157_101537"
"603" "L11" "SCFLD157" 193581 "Scaffold157" "Scaffold157_193581"
"604" "L11" "SCFLD157" 240693 "Scaffold157" "Scaffold157_240693"
"605" "L11" "SCFLD157" 420616 "Scaffold157" "Scaffold157_420616"
"606" "L11" "SCFLD157" 519927 "Scaffold157" "Scaffold157_519927"
"607" "L11" "SCFLD1654" 15436 "Scaffold1654" "Scaffold1654_15436"
"608" "L11" "SCFLD19" 394775 "Scaffold19" "Scaffold19_394775"
"609" "L11" "SCFLD19" 747687 "Scaffold19" "Scaffold19_747687"
"610" "L11" "SCFLD1b" 1740178 "Scaffold1b" "Scaffold1b_1740178"
"611" "L11" "SCFLD239" 18078 "Scaffold239" "Scaffold239_18078"
"612" "L11" "SCFLD239" 18215 "Scaffold239" "Scaffold239_18215"
"613" "L11" "SCFLD286" 218738 "Scaffold286" "Scaffold286_218738"
"614" "L11" "SCFLD286" 254050 "Scaffold286" "Scaffold286_254050"
"615" "L11" "SCFLD286" 279991 "Scaffold286" "Scaffold286_279991"
"616" "L11" "SCFLD286" 79269 "Scaffold286" "Scaffold286_79269"
"617" "L11" "SCFLD396" 222889 "Scaffold396" "Scaffold396_222889"
"618" "L11" "SCFLD396" 8306 "Scaffold396" "Scaffold396_8306"
"619" "L11" "SCFLD396" 90818 "Scaffold396" "Scaffold396_90818"
"620" "L11" "SCFLD396" 90849 "Scaffold396" "Scaffold396_90849"
"621" "L11" "SCFLD401" 136988 "Scaffold401" "Scaffold401_136988"
"622" "L11" "SCFLD401" 185091 "Scaffold401" "Scaffold401_185091"
"623" "L11" "SCFLD401" 203508 "Scaffold401" "Scaffold401_203508"
"624" "L11" "SCFLD401" 222169 "Scaffold401" "Scaffold401_222169"
"625" "L11" "SCFLD401" 258787 "Scaffold401" "Scaffold401_258787"
"626" "L11" "SCFLD426" 130335 "Scaffold426" "Scaffold426_130335"
"627" "L11" "SCFLD426" 239319 "Scaffold426" "Scaffold426_239319"
"628" "L11" "SCFLD432" 148903 "Scaffold432" "Scaffold432_148903"
"629" "L11" "SCFLD432" 148947 "Scaffold432" "Scaffold432_148947"
"630" "L11" "SCFLD434" 185827 "Scaffold434" "Scaffold434_185827"
"631" "L11" "SCFLD434" 20874 "Scaffold434" "Scaffold434_20874"
"632" "L11" "SCFLD434" 27051 "Scaffold434" "Scaffold434_27051"
"633" "L11" "SCFLD434" 83830 "Scaffold434" "Scaffold434_83830"
"634" "L11" "SCFLD435" 182003 "Scaffold435" "Scaffold435_182003"
"635" "L11" "SCFLD439" 235057 "Scaffold439" "Scaffold439_235057"
"636" "L11" "SCFLD46" 128361 "Scaffold46" "Scaffold46_128361"
"637" "L11" "SCFLD46" 302025 "Scaffold46" "Scaffold46_302025"
"638" "L11" "SCFLD46" 352663 "Scaffold46" "Scaffold46_352663"
"639" "L11" "SCFLD563" 115821 "Scaffold563" "Scaffold563_115821"
"640" "L11" "SCFLD563" 156074 "Scaffold563" "Scaffold563_156074"
"641" "L11" "SCFLD563" 172869 "Scaffold563" "Scaffold563_172869"
"642" "L11" "SCFLD563" 172920 "Scaffold563" "Scaffold563_172920"
"643" "L11" "SCFLD563" 76001 "Scaffold563" "Scaffold563_76001"
"644" "L11" "SCFLD5746" 980 "Scaffold5746" "Scaffold5746_980"
"645" "L11" "SCFLD60" 124943 "Scaffold60" "Scaffold60_124943"
"646" "L11" "SCFLD60" 336159 "Scaffold60" "Scaffold60_336159"
"647" "L11" "SCFLD60" 441255 "Scaffold60" "Scaffold60_441255"
"648" "L11" "SCFLD60" 472852 "Scaffold60" "Scaffold60_472852"
"649" "L11" "SCFLD60" 472916 "Scaffold60" "Scaffold60_472916"
"650" "L11" "SCFLD60" 518544 "Scaffold60" "Scaffold60_518544"
"651" "L11" "SCFLD60" 84340 "Scaffold60" "Scaffold60_84340"
"652" "L11" "SCFLD60" 97133 "Scaffold60" "Scaffold60_97133"
"653" "L11" "SCFLD61" 345407 "Scaffold61" "Scaffold61_345407"
"654" "L11" "SCFLD61" 407766 "Scaffold61" "Scaffold61_407766"
"655" "L11" "SCFLD61" 446575 "Scaffold61" "Scaffold61_446575"
"656" "L11" "SCFLD61" 446605 "Scaffold61" "Scaffold61_446605"
"657" "L11" "SCFLD61" 460336 "Scaffold61" "Scaffold61_460336"
"658" "L11" "SCFLD61" 460426 "Scaffold61" "Scaffold61_460426"
"659" "L11" "SCFLD628" 25143 "Scaffold628" "Scaffold628_25143"
"660" "L11" "SCFLD650" 24164 "Scaffold650" "Scaffold650_24164"
"661" "L11" "SCFLD650" 30038 "Scaffold650" "Scaffold650_30038"
"662" "L11" "SCFLD650" 64485 "Scaffold650" "Scaffold650_64485"
"663" "L11" "SCFLD650" 83106 "Scaffold650" "Scaffold650_83106"
"664" "L11" "SCFLD690" 123954 "Scaffold690" "Scaffold690_123954"
"665" "L11" "SCFLD714" 48998 "Scaffold714" "Scaffold714_48998"
"666" "L11" "SCFLD714" 49023 "Scaffold714" "Scaffold714_49023"
"667" "L11" "SCFLD714" 99002 "Scaffold714" "Scaffold714_99002"
"668" "L11" "SCFLD91" 162079 "Scaffold91" "Scaffold91_162079"
"669" "L11" "SCFLD91" 278027 "Scaffold91" "Scaffold91_278027"
"670" "L11" "SCFLD91" 316305 "Scaffold91" "Scaffold91_316305"
"671" "L11" "SCFLD91" 35273 "Scaffold91" "Scaffold91_35273"
"672" "L11" "SCFLD91" 50490 "Scaffold91" "Scaffold91_50490"
"673" "L11" "SCFLD91" 76575 "Scaffold91" "Scaffold91_76575"
"674" "L11" "SCFLD957" 111614 "Scaffold957" "Scaffold957_111614"
"675" "L11" "SCFLD9829" 529 "Scaffold9829" "Scaffold9829_529"
"676" "L11" "SCFLD9891" 1016569 "Scaffold9891" "Scaffold9891_1016569"
